NOC,Year,Athletics,Balls,Combat,Shooting,Swimming,Cycling,Weightlifting,WaterSport,Others,Gymnastics,Diving
FIJ,2012,2,0,1,2,2,0,2,0,0,0,0
FIJ,2016,2,17,2,2,2,0,2,0,26,0,0
FIJ,2020,1,1,1,0,2,0,0,1,26,0,0
FIJ,2024,1,1,3,0,2,0,0,2,27,0,0
FIN,1906,16,0,2,0,0,0,0,0,0,0,0
FIN,1908,36,0,4,15,5,0,0,0,0,31,3
FIN,1912,57,13,37,38,9,10,0,33,0,25,11
FIN,1920,54,0,18,51,2,0,1,0,6,0,4
FIN,1924,84,8,24,43,2,8,0,1,5,72,6
FIN,1928,48,0,19,0,1,1,0,1,4,56,2
FIN,1932,25,0,13,0,1,0,0,0,0,27,0
FIN,1936,54,11,20,9,3,3,0,15,5,64,2
FIN,1948,42,0,38,12,1,11,4,24,18,64,1
FIN,1952,85,33,40,14,23,16,7,53,18,120,3
FIN,1956,24,0,19,10,2,3,1,19,19,48,2
FIN,1960,30,0,30,11,15,10,2,30,6,84,1
FIN,1964,17,12,15,10,13,0,4,15,6,58,1
FIN,1968,12,0,14,11,7,10,5,10,6,48,3
FIN,1972,49,0,16,16,3,9,9,15,6,7,3
FIN,1976,41,0,20,8,2,2,5,24,6,0,0
FIN,1980,30,16,24,14,2,9,7,15,8,0,0
FIN,1984,25,0,19,19,5,9,5,17,7,0,1
FIN,1988,20,0,18,28,2,4,4,16,8,0,1
FIN,1992,30,2,15,21,39,3,4,14,1,1,0
FIN,1996,29,2,7,14,30,7,2,12,1,1,0
FIN,2000,27,2,8,13,17,3,1,11,3,1,2
FIN,2004,25,4,4,10,16,0,0,6,0,0,2
FIN,2008,19,3,3,15,9,0,1,18,1,0,1
FIN,2012,17,3,6,6,14,3,1,13,2,4,0
FIN,2016,16,2,6,4,15,2,2,8,5,7,0
FIN,2020,22,1,3,4,8,0,0,5,6,0,0
FIN,2024,25,1,5,5,2,3,0,7,14,0,0
FRA,1896,12,1,4,1,0,7,0,0,0,1,0
FRA,1900,29,104,253,80,81,71,0,286,59,108,0
FRA,1904,2,0,0,0,0,0,0,0,0,0,0
FRA,1906,23,11,15,66,3,22,2,24,0,8,0
FRA,1908,35,35,40,77,4,65,0,4,0,59,0
FRA,1912,56,20,6,65,3,24,0,22,30,6,0
FRA,1920,85,72,70,87,20,21,10,17,37,32,1
FRA,1924,99,60,75,31,32,18,14,35,188,72,12
FRA,1928,71,35,51,0,21,16,10,39,109,65,5
FRA,1932,15,0,33,0,7,15,5,8,75,0,1
FRA,1936,51,36,45,9,11,16,8,39,21,64,3
FRA,1948,82,51,49,12,29,16,9,48,56,72,9
FRA,1952,71,39,50,12,26,16,5,39,24,120,6
FRA,1956,43,12,37,8,29,16,3,31,17,28,3
FRA,1960,45,56,51,9,34,17,6,36,20,84,5
FRA,1964,51,0,43,5,17,18,2,28,14,36,0
FRA,1968,53,36,46,8,36,18,5,32,20,57,0
FRA,1972,59,17,51,18,37,18,3,44,22,84,3
FRA,1976,50,15,50,13,22,15,8,42,22,63,2
FRA,1980,40,0,38,0,22,11,4,30,6,48,1
FRA,1984,56,28,52,20,33,23,2,53,27,59,1
FRA,1988,70,38,51,35,61,18,4,42,28,64,2
FRA,1992,68,66,60,36,61,20,6,78,30,59,2
FRA,1996,57,56,50,25,57,28,2,53,25,99,1
FRA,2000,60,80,55,25,41,38,3,53,24,79,12
FRA,2004,63,64,60,24,53,33,5,55,28,75,1
FRA,2008,51,48,57,30,76,36,4,57,20,67,2
FRA,2012,52,86,46,29,56,30,4,45,28,45,5
FRA,2016,51,119,61,20,56,33,5,55,61,48,3
FRA,2020,67,129,63,22,54,47,4,45,69,35,3
FRA,2024,105,241,85,40,93,55,4,44,82,42,10
FRG,1968,84,29,52,12,63,18,5,51,26,84,8
FRG,1972,103,98,65,19,89,19,7,67,27,84,9
FRG,1976,70,41,51,15,61,15,6,75,27,84,7
FRG,1984,74,110,62,24,73,23,6,79,27,86,7
FRG,1988,61,81,62,35,80,18,7,74,30,60,8
FSM,2000,2,0,0,0,2,0,1,0,0,0,0
FSM,2004,2,0,0,0,2,0,1,0,0,0,0
FSM,2008,2,0,0,0,2,0,1,0,0,0,0
FSM,2012,2,0,1,0,2,0,1,0,0,0,0
FSM,2016,2,0,1,0,2,0,0,0,0,0,0
FSM,2020,1,0,0,0,2,0,0,0,0,0,0
FSM,2024,1,0,0,0,2,0,0,0,0,0,0
GAB,1972,0,0,1,0,0,0,0,0,0,0,0
GAB,1984,2,0,2,0,0,0,0,0,0,0,0
GAB,1988,1,0,1,0,0,0,0,0,0,0,0
GAB,1992,2,0,3,0,0,0,0,0,0,0,0
GAB,1996,6,0,3,0,0,0,0,0,0,0,0
GAB,2000,3,0,3,0,0,0,0,0,0,0,0
GAB,2004,2,0,3,0,0,0,0,0,0,0,0
GAB,2008,2,0,2,0,0,0,0,0,0,0,0
GAB,2012,2,15,4,0,0,0,0,0,0,0,0
GAB,2016,2,0,3,0,1,0,0,0,0,0,0
GAB,2020,1,0,2,0,2,0,0,0,0,0,0
GAB,2024,1,0,2,0,2,0,0,0,0,0,0
GAM,1984,16,0,0,0,0,0,0,0,0,0,0
GAM,1988,3,0,3,0,0,0,0,0,0,0,0
GAM,1992,8,0,0,0,0,0,0,0,0,0,0
GAM,1996,12,0,0,0,0,0,0,0,0,0,0
GAM,2000,2,0,0,0,0,0,0,0,0,0,0
GAM,2004,3,0,0,0,0,0,0,0,0,0,0
GAM,2008,2,0,1,0,0,0,0,0,0,0,0
GAM,2012,2,0,0,0,0,0,0,0,0,0,0
GAM,2016,2,0,1,0,1,0,0,0,0,0,0
GAM,2020,3,0,1,0,1,0,0,0,0,0,0
GAM,2024,4,0,2,0,2,0,0,0,0,0,0
GBR,1896,7,4,1,5,0,5,2,0,0,1,0
GBR,1900,19,77,3,1,14,2,0,20,6,4,0
GBR,1904,3,0,1,0,0,0,0,0,2,0,0
GBR,1906,36,8,7,21,14,20,0,1,0,4,2
GBR,1908,186,161,132,181,38,68,0,88,36,65,17
GBR,1912,111,46,53,85,32,52,0,24,25,29,4
GBR,1920,77,60,66,8,36,26,2,16,22,27,5
GBR,1924,87,31,63,35,36,18,10,27,36,72,13
GBR,1928,65,9,42,0,28,16,5,31,85,66,7
GBR,1932,38,0,8,0,23,15,0,19,67,0,0
GBR,1936,63,30,43,0,29,16,5,35,15,8,6
GBR,1948,94,52,53,12,35,16,10,46,188,72,12
GBR,1952,80,33,45,14,29,16,5,46,18,104,11
GBR,1956,75,35,37,11,26,16,5,29,20,19,10
GBR,1960,80,30,48,10,38,17,7,45,22,84,8
GBR,1964,82,18,49,8,47,18,5,23,21,24,6
GBR,1968,82,18,44,10,64,16,7,32,26,24,5
GBR,1972,90,17,53,21,78,18,9,53,27,57,10
GBR,1976,66,0,51,17,74,15,8,55,27,36,4
GBR,1980,80,0,46,4,66,15,10,58,6,36,7
GBR,1984,103,15,59,28,74,22,10,78,27,86,7
GBR,1988,122,47,40,25,79,17,10,70,30,25,7
GBR,1992,105,60,49,20,70,17,6,90,30,60,5
GBR,1996,93,68,18,10,52,22,1,73,24,24,6
GBR,2000,88,56,16,9,60,33,1,68,31,41,12
GBR,2004,67,30,16,13,57,35,2,65,28,35,12
GBR,2008,71,44,20,19,74,34,1,71,32,40,14
GBR,2012,88,198,47,28,92,35,5,84,35,56,16
GBR,2016,86,60,30,9,56,34,2,74,62,50,15
GBR,2020,99,75,23,22,68,48,4,66,70,57,16
GBR,2024,93,50,15,24,76,59,1,64,56,79,16
GBS,1996,2,0,1,0,0,0,0,0,0,0,0
GBS,2000,2,0,1,0,0,0,0,0,0,0,0
GBS,2004,2,0,1,0,0,0,0,0,0,0,0
GBS,2008,2,0,1,0,0,0,0,0,0,0,0
GBS,2012,2,0,2,0,0,0,0,0,0,0,0
GBS,2016,2,0,3,0,0,0,0,0,0,0,0
GBS,2020,1,0,3,0,0,0,0,0,0,0,0
GBS,2024,1,0,4,0,1,0,0,0,0,0,0
GDR,1968,53,37,26,12,49,11,3,46,20,84,5
GDR,1972,75,45,39,12,88,14,8,65,14,84,10
GDR,1976,68,43,25,12,62,15,7,79,0,84,12
GDR,1980,98,57,50,14,71,15,9,85,0,84,12
GDR,1988,72,25,33,21,64,19,4,76,0,84,4
GEO,1996,2,0,20,6,0,0,1,2,1,8,2
GEO,2000,2,0,21,10,1,0,3,0,0,9,1
GEO,2004,3,0,21,4,1,0,2,0,0,8,0
GEO,2008,2,4,19,4,2,0,3,0,0,4,0
GEO,2012,4,3,20,3,1,1,3,0,0,1,0
GEO,2016,5,1,20,10,2,0,4,1,0,2,0
GEO,2020,5,1,20,2,2,0,4,0,1,1,0
GEO,2024,1,0,29,2,2,0,3,0,0,1,0
GEQ,1984,5,0,0,0,0,0,0,0,0,0,0
GEQ,1988,7,0,0,0,0,0,0,0,0,0,0
GEQ,1992,8,0,0,0,0,0,0,0,0,0,0
GEQ,1996,8,0,0,0,0,0,0,0,0,0,0
GEQ,2000,2,0,0,0,2,0,0,0,0,0,0
GEQ,2004,2,0,0,0,0,0,0,0,0,0,0
GEQ,2008,2,0,1,0,0,0,0,0,0,0,0
GEQ,2012,2,0,0,0,0,0,0,0,0,0,0
GEQ,2016,1,0,0,0,0,0,0,0,0,0,0
GEQ,2020,2,0,0,0,1,0,0,0,0,0,0
GEQ,2024,2,0,0,0,1,0,0,0,0,0,0
GER,1896,14,2,1,0,0,10,1,0,0,66,0
GER,1900,10,22,1,0,8,5,0,42,1,14,0
GER,1904,5,2,5,0,9,0,2,0,1,28,3
GER,1906,47,0,25,0,9,27,4,0,8,33,4
GER,1908,37,20,28,1,5,33,0,3,3,11,7
GER,1912,56,35,47,25,30,22,0,25,25,36,11
GER,1928,73,38,40,0,29,12,10,29,157,0,11
GER,1932,49,8,17,1,2,8,4,21,90,0,2
GER,1936,86,85,51,9,32,16,10,54,154,72,12
GER,1952,54,38,43,8,12,9,5,48,24,119,5
GER,1956,65,32,18,4,26,14,2,34,18,48,0
GER,1960,104,23,59,11,38,17,7,52,22,84,8
GER,1964,108,42,61,12,58,18,6,51,26,84,12
GER,1992,87,113,74,38,83,21,10,104,30,85,8
GER,1996,94,130,63,35,72,23,10,98,24,69,8
GER,2000,66,112,64,36,73,40,5,78,29,52,12
GER,2004,77,122,46,35,70,38,4,97,34,55,14
GER,2008,55,142,38,28,52,29,5,91,34,68,16
GER,2012,74,83,44,25,55,32,5,87,35,58,12
GER,2016,93,118,32,20,52,42,5,74,34,52,14
GER,2020,103,121,51,22,62,54,4,63,48,56,13
GER,2024,100,170,33,35,61,57,0,71,43,66,11
GHA,1952,9,0,0,0,0,0,0,0,0,0,0
GHA,1960,9,0,6,0,0,0,0,0,0,0,0
GHA,1964,19,14,7,0,0,0,0,0,0,0,0
GHA,1968,13,16,7,0,0,0,0,0,0,0,0
GHA,1972,19,16,6,0,0,0,0,0,0,0,0
GHA,1984,21,0,6,0,0,0,0,0,0,0,0
GHA,1988,16,1,4,0,0,0,0,0,0,0,0
GHA,1992,13,24,4,0,0,0,0,0,0,0,0
GHA,1996,19,19,2,0,0,0,0,0,0,0,0
GHA,2000,24,0,4,0,0,0,0,0,0,0,0
GHA,2004,13,16,0,0,0,0,0,0,0,0,0
GHA,2008,3,0,6,0,0,0,0,0,0,0,0
GHA,2012,2,0,4,0,0,0,1,0,0,0,0
GHA,2016,10,0,2,0,2,0,1,0,0,0,0
GHA,2020,9,0,4,0,2,0,1,0,0,0,0
GHA,2024,9,0,0,0,2,0,0,0,0,0,0
GRE,1896,36,13,11,46,11,15,4,0,0,12,0
GRE,1900,3,0,0,0,0,0,0,0,1,0,0
GRE,1904,11,0,0,0,0,0,1,0,5,0,0
GRE,1906,108,47,35,98,9,22,9,122,8,23,3
GRE,1908,24,0,0,23,0,2,0,0,0,0,0
GRE,1912,7,0,15,54,1,0,0,0,0,0,0
GRE,1920,16,21,12,48,0,0,1,0,0,0,0
GRE,1924,27,14,17,16,3,0,0,0,2,0,0
GRE,1928,29,0,18,0,0,0,0,0,0,0,0
GRE,1932,12,0,4,0,0,0,0,0,0,0,0
GRE,1936,21,0,25,8,7,0,0,0,3,0,0
GRE,1948,26,8,27,9,2,7,0,13,5,0,0
GRE,1952,16,23,3,6,0,0,0,6,0,0,0
GRE,1956,9,0,2,2,0,0,0,3,0,0,0
GRE,1960,25,0,5,10,2,0,1,16,0,0,0
GRE,1964,6,0,5,4,0,0,0,4,0,0,0
GRE,1968,7,11,11,7,0,0,2,6,0,0,0
GRE,1972,12,11,17,5,10,0,4,7,0,0,0
GRE,1976,12,0,7,4,4,3,4,6,0,0,0
GRE,1980,8,11,5,3,6,0,5,7,0,0,0
GRE,1984,10,13,15,8,8,2,9,8,0,0,0
GRE,1988,8,17,6,4,11,0,4,15,0,7,0
GRE,1992,11,18,15,6,4,2,5,11,1,2,1
GRE,1996,29,30,13,3,22,3,10,19,0,50,1
GRE,2000,51,20,13,5,25,6,8,17,3,22,5
GRE,2004,61,159,57,25,57,7,10,30,51,28,14
GRE,2008,33,50,11,3,32,6,4,21,1,14,1
GRE,2012,25,17,6,4,22,4,1,22,0,13,1
GRE,2016,25,14,5,4,26,3,1,17,0,9,0
GRE,2020,21,18,6,4,34,3,1,12,0,1,0
GRE,2024,14,48,6,8,35,1,0,11,1,2,0
GRN,1984,2,0,4,0,0,0,0,0,0,0,0
GRN,1988,3,0,4,0,0,0,0,0,0,0,0
GRN,1992,5,0,0,0,0,0,0,0,0,0,0
GRN,1996,5,0,0,0,0,0,0,0,0,0,0
GRN,2000,2,0,0,0,1,0,0,0,0,0,0
GRN,2004,3,0,0,0,2,0,0,0,0,0,0
GRN,2008,8,0,1,0,0,0,0,0,0,0,0
GRN,2012,6,0,1,0,1,0,0,0,0,0,0
GRN,2016,4,0,0,0,2,0,0,0,0,0,0
GRN,2020,4,0,0,0,2,0,0,0,0,0,0
GRN,2024,4,0,0,0,2,0,0,0,0,0,0
GUA,1932,0,0,0,0,0,0,0,0,1,0,0
GUA,1952,10,0,12,6,1,6,0,0,0,0,0
GUA,1968,7,19,12,10,10,8,1,0,0,0,0
GUA,1972,6,0,4,1,0,0,0,0,0,0,0
GUA,1976,0,17,0,5,0,0,1,2,3,0,0
GUA,1980,0,0,0,5,0,0,1,3,1,0,0
GUA,1984,13,0,1,4,29,1,2,2,1,0,0
GUA,1988,1,17,3,1,2,8,0,0,0,5,0
GUA,1992,0,0,3,3,28,0,1,0,1,5,0
GUA,1996,6,1,4,5,2,7,1,2,0,0,0
GUA,2000,8,0,2,4,2,1,1,0,0,0,0
GUA,2004,5,1,3,1,5,2,1,0,1,0,0
GUA,2008,4,1,1,1,2,0,1,1,2,0,0
GUA,2012,7,1,2,3,1,1,2,2,1,4,0
GUA,2016,9,1,1,2,3,1,1,1,2,4,0
GUA,2020,9,2,1,3,2,1,1,4,1,0,0
GUA,2024,5,1,1,4,2,0,0,1,2,0,0
GUI,1968,0,15,0,0,0,0,0,0,0,0,0
GUI,1980,4,0,6,0,0,0,0,0,0,0,0
GUI,1984,0,0,1,0,0,0,0,0,0,0,0
GUI,1988,3,0,4,0,0,0,0,0,0,0,0
GUI,1992,8,0,3,0,0,0,0,0,0,0,0
GUI,1996,4,0,1,0,0,0,0,0,0,0,0
GUI,2000,2,0,2,0,2,0,0,0,0,0,0
GUI,2004,2,0,1,0,1,0,0,0,0,0,0
GUI,2008,2,0,1,0,2,0,0,0,0,0,0
GUI,2012,2,0,1,0,1,0,0,0,0,0,0
GUI,2016,2,0,1,0,2,0,0,0,0,0,0
GUI,2020,1,0,2,0,2,0,0,0,0,0,0
GUI,2024,1,19,2,1,2,0,0,0,0,0,0
GUM,1988,6,0,5,0,11,0,2,2,0,0,0
GUM,1992,2,0,3,1,22,14,1,2,0,0,0
GUM,1996,2,0,1,0,3,0,0,3,0,0,0
GUM,2000,2,0,0,0,1,2,1,1,0,0,0
GUM,2004,2,0,1,0,1,0,0,0,0,0,0
GUM,2008,2,0,2,0,1,0,0,2,0,0,0
GUM,2012,2,0,2,0,3,1,0,0,0,0,0
GUM,2016,2,0,0,0,2,1,0,0,0,0,0
GUM,2020,1,0,2,0,2,0,0,0,0,0,0
GUM,2024,2,0,3,0,0,0,1,2,1,0,0
GUY,1948,2,0,0,0,0,3,2,0,0,0,0
GUY,1952,0,0,0,0,0,0,1,0,0,0,0
GUY,1956,4,0,0,0,0,0,2,0,0,0,0
GUY,1960,5,0,1,0,0,0,0,0,0,0,0
GUY,1964,0,0,0,0,0,0,1,0,0,0,0
GUY,1968,1,0,2,0,0,2,1,0,0,0,0
GUY,1972,0,0,2,0,0,2,0,0,0,0,0
GUY,1980,4,0,4,0,0,2,0,0,0,0,0
GUY,1984,6,0,3,0,0,3,0,0,0,0,0
GUY,1988,3,0,3,0,0,2,0,0,0,0,0
GUY,1992,3,0,2,0,0,2,0,0,0,0,0
GUY,1996,8,0,1,0,0,0,0,0,0,0,0
GUY,2000,4,0,0,0,0,0,0,0,0,0,0
GUY,2004,2,0,0,0,1,0,1,0,0,0,0
GUY,2008,3,0,0,0,1,0,0,0,0,0,0
GUY,2012,3,0,1,0,2,0,0,0,0,0,0
GUY,2016,5,0,0,0,2,0,0,0,0,0,0
GUY,2020,3,1,1,0,2,0,0,0,0,0,0
GUY,2024,2,1,0,0,2,0,0,0,0,0,0
HAI,1900,0,1,3,0,0,0,0,0,0,0,0
HAI,1924,7,0,0,9,0,0,0,0,0,0,0
HAI,1928,3,0,0,0,0,0,0,0,0,0,0
HAI,1932,2,0,0,0,0,0,0,0,1,0,0
HAI,1960,0,0,0,0,0,0,1,0,0,0,0
HAI,1972,7,0,0,0,0,0,0,0,0,0,0
HAI,1976,11,0,3,0,0,0,0,0,0,0,0
HAI,1984,1,0,2,0,0,0,0,0,0,0,0
HAI,1988,4,1,0,0,0,0,0,0,0,0,0
HAI,1992,3,0,5,0,0,0,0,0,0,0,0
HAI,1996,3,1,2,0,1,0,0,0,0,0,0
HAI,2000,3,1,1,0,0,0,0,0,0,0,0
HAI,2004,4,0,4,0,0,0,0,0,0,0,0
HAI,2008,4,0,3,0,0,0,0,0,0,0,0
HAI,2012,4,0,1,0,0,0,0,0,0,0,0
HAI,2016,3,0,4,0,2,0,1,0,0,0,0
HAI,2020,1,0,3,0,2,0,0,0,0,0,0
HAI,2024,2,0,2,0,2,0,0,0,0,6,0
HKG,1952,0,0,0,0,9,0,0,0,0,0,0
HKG,1956,0,0,0,0,4,0,0,0,0,0,0
HKG,1960,0,0,0,3,1,0,0,0,0,0,0
HKG,1964,7,17,2,7,5,8,0,4,0,0,0
HKG,1968,0,0,0,4,16,0,0,5,0,0,0
HKG,1972,0,0,7,1,6,0,0,4,0,0,0
HKG,1976,0,0,16,6,8,10,0,10,0,0,0
HKG,1984,3,0,18,13,30,8,0,12,0,0,3
HKG,1988,5,11,20,4,36,7,0,6,0,0,2
HKG,1992,3,11,7,2,32,0,0,11,0,0,0
HKG,1996,1,11,1,1,8,1,0,8,0,0,1
HKG,2000,7,16,0,1,14,2,0,5,0,0,1
HKG,2004,1,19,3,1,10,2,0,5,1,0,0
HKG,2008,2,15,3,1,8,4,0,6,8,0,0
HKG,2012,5,14,7,2,6,6,1,5,0,9,0
HKG,2016,2,17,3,0,12,6,0,6,1,0,0
HKG,2020,2,16,14,0,15,9,0,4,4,1,0
HKG,2024,1,14,6,0,18,3,0,6,1,2,0
HON,1968,6,0,0,0,0,0,0,0,0,0,0
HON,1976,3,0,0,0,0,0,0,0,0,0,0
HON,1984,3,0,1,0,22,0,0,0,0,0,0
HON,1988,4,0,2,0,12,0,0,0,0,0,0
HON,1992,5,0,1,0,20,0,1,0,0,0,0
HON,1996,1,0,5,0,1,0,0,0,0,0,0
HON,2000,1,17,0,0,2,0,0,0,0,0,0
HON,2004,1,1,1,0,2,0,0,0,0,0,0
HON,2008,3,19,1,0,2,0,0,1,0,0,0
HON,2012,2,16,3,1,2,0,1,0,0,0,0
HON,2016,1,16,3,0,2,0,1,0,0,0,0
HON,2020,1,22,2,0,3,0,0,0,0,0,0
HON,2024,1,0,1,0,2,0,0,0,0,0,0
HUN,1896,5,1,1,0,2,0,1,0,0,8,0
HUN,1900,21,0,8,0,3,0,0,0,0,2,0
HUN,1904,5,0,0,0,4,0,0,0,0,0,0
HUN,1906,35,1,21,12,8,0,0,0,0,22,0
HUN,1908,43,5,24,2,16,0,0,11,0,6,0
HUN,1912,48,29,40,34,15,10,0,11,0,20,0
HUN,1924,26,30,32,31,6,6,0,7,2,0,0
HUN,1928,35,7,39,0,12,0,0,12,51,63,0
HUN,1932,6,10,22,3,8,1,0,0,41,27,0
HUN,1936,40,58,47,8,25,16,2,35,28,72,4
HUN,1948,16,23,50,6,25,0,3,20,5,72,2
HUN,1952,46,41,51,10,27,14,2,28,6,120,0
HUN,1956,24,11,40,7,26,0,0,17,12,56,4
HUN,1960,34,42,51,11,34,5,5,30,12,84,4
HUN,1964,46,49,49,10,40,13,7,14,6,84,1
HUN,1968,41,28,53,9,40,12,7,23,6,84,0
HUN,1972,36,55,64,13,45,8,9,33,20,84,0
HUN,1976,21,49,65,8,17,1,9,28,6,84,0
HUN,1980,36,63,68,18,30,13,10,46,20,84,4
HUN,1988,20,37,67,23,27,2,10,34,6,86,3
HUN,1992,27,35,69,32,31,4,10,39,15,86,3
HUN,1996,23,60,53,20,40,1,7,38,8,63,2
HUN,2000,40,41,43,11,37,2,7,33,8,12,4
HUN,2004,36,67,40,15,38,3,7,36,5,8,3
HUN,2008,20,47,44,9,44,6,1,28,6,9,2
HUN,2012,18,50,22,6,63,3,1,24,5,7,2
HUN,2016,19,33,31,14,60,1,1,30,8,6,1
HUN,2020,18,53,37,11,58,3,1,37,13,6,0
HUN,2024,20,67,49,12,45,4,0,31,8,19,0
INA,1952,1,0,0,0,1,0,1,0,0,0,0
INA,1956,3,13,2,1,4,0,1,0,0,0,0
INA,1960,1,0,7,1,3,8,2,5,0,0,0
INA,1968,0,0,0,0,0,0,3,3,0,0,0
INA,1972,2,0,2,1,0,0,1,0,0,0,1
INA,1976,2,0,2,2,4,0,1,0,0,0,0
INA,1984,10,0,3,4,3,0,3,0,0,0,0
INA,1988,8,4,6,9,9,0,5,2,0,0,0
INA,1992,0,24,8,7,0,2,4,6,0,0,0
INA,1996,1,29,5,6,2,0,1,1,0,0,0
INA,2000,8,25,5,1,8,0,3,1,0,0,3
INA,2004,2,17,4,3,3,1,6,3,0,0,0
INA,2008,2,13,0,3,2,0,5,1,0,0,0
INA,2012,2,9,2,2,1,0,6,0,0,0,0
INA,2016,2,10,0,7,2,1,7,2,0,0,0
INA,2020,2,11,0,11,3,0,5,2,1,0,0
INA,2024,1,9,1,11,2,1,3,1,5,2,0
IND,1900,5,0,0,0,0,0,0,0,0,0,0
IND,1920,5,0,2,0,0,0,0,0,0,0,0
IND,1924,13,11,0,0,0,0,0,0,0,0,0
IND,1928,10,14,0,0,0,0,0,0,0,0,0
IND,1932,9,15,0,0,2,0,0,0,0,0,0
IND,1936,7,19,3,0,0,0,1,0,0,0,0
IND,1948,10,40,13,0,8,14,2,0,2,0,0
IND,1952,11,35,8,4,6,14,2,0,0,14,0
IND,1956,9,34,7,2,3,0,3,0,0,21,0
IND,1960,15,25,5,3,0,0,1,0,0,0,0
IND,1964,17,15,13,2,0,12,2,0,0,48,2
IND,1968,2,16,5,3,0,0,1,0,0,0,0
IND,1972,9,14,11,5,0,0,1,3,0,0,0
IND,1976,4,16,2,3,0,0,1,0,0,0,0
IND,1980,13,42,9,4,0,0,2,0,8,0,0
IND,1984,11,16,10,10,0,0,4,2,0,0,0
IND,1988,7,25,10,8,1,0,2,2,0,0,0
IND,1992,2,29,16,9,0,0,3,2,0,0,0
IND,1996,6,23,8,9,2,0,5,0,1,0,0
IND,2000,26,26,6,4,2,0,3,2,1,0,0
IND,2004,17,23,12,21,2,0,3,3,0,0,0
IND,2008,15,9,10,22,7,0,0,4,0,0,0
IND,2012,14,34,14,27,1,0,2,3,0,0,0
IND,2016,32,49,11,25,2,0,2,1,3,5,0
IND,2020,29,49,18,33,5,0,1,6,5,5,0
IND,2024,32,36,13,46,2,0,1,3,5,0,0
IOA,1992,9,8,14,13,13,8,0,9,0,2,0
IOA,2000,2,0,1,0,0,0,1,0,0,0,0
IOA,2012,2,0,1,0,0,0,0,1,0,0,0
IOA,2016,0,0,1,6,2,0,0,0,0,0,0
IRI,1900,0,0,1,0,0,0,0,0,0,0,0
IRI,1948,0,13,15,6,0,0,5,0,0,0,0
IRI,1952,2,0,14,0,0,0,7,0,0,0,0
IRI,1956,2,0,8,0,0,0,7,0,0,0,0
IRI,1960,1,0,16,2,0,0,5,0,0,0,0
IRI,1964,11,16,38,4,1,8,5,0,0,12,1
IRI,1968,1,0,9,0,0,0,4,0,0,0,0
IRI,1972,4,17,22,0,0,10,3,0,0,0,0
IRI,1976,6,26,51,4,0,10,7,0,0,0,0
IRI,1988,1,0,15,0,0,10,0,0,0,0,0
IRI,1992,3,1,21,0,0,14,5,0,0,0,0
IRI,1996,1,0,15,1,1,0,0,0,0,0,0
IRI,2000,1,1,19,1,1,2,6,2,1,0,0
IRI,2004,2,1,22,1,1,4,6,0,0,0,0
IRI,2008,6,14,24,2,0,4,3,2,0,0,0
IRI,2012,10,2,21,8,1,4,6,5,0,0,0
IRI,2016,10,15,21,9,1,4,5,2,0,0,0
IRI,2020,3,26,23,14,1,2,2,2,3,0,0
IRI,2024,2,3,23,6,1,1,2,5,1,2,0
IRL,1924,13,31,7,0,0,0,0,0,9,0,0
IRL,1928,12,7,8,0,2,3,0,0,12,0,0
IRL,1932,5,0,4,0,0,0,0,0,9,0,0
IRL,1948,12,24,16,0,0,0,0,12,18,0,1
IRL,1952,4,0,14,0,0,0,0,1,6,0,0
IRL,1956,4,0,8,0,0,0,0,1,12,0,0
IRL,1960,11,0,24,0,0,6,2,6,14,0,0
IRL,1964,9,0,14,0,0,0,0,4,8,0,0
IRL,1968,6,0,26,3,9,3,0,0,10,0,0
IRL,1972,16,0,14,4,18,8,1,15,8,0,0
IRL,1976,9,0,5,2,9,2,0,24,8,0,0
IRL,1980,8,0,9,8,8,3,0,15,6,0,0
IRL,1984,19,0,7,4,5,8,0,3,9,0,0
IRL,1988,18,2,9,3,15,7,0,13,11,0,0
IRL,1992,20,3,9,1,6,7,0,14,17,0,0
IRL,1996,25,2,6,5,11,5,0,24,14,7,0
IRL,2000,39,1,1,3,8,5,0,12,7,0,0
IRL,2004,11,0,1,1,2,4,0,17,19,0,0
IRL,2008,17,2,6,1,5,4,0,16,12,0,0
IRL,2012,24,2,7,1,7,5,0,12,17,1,0
IRL,2016,18,18,7,0,7,3,0,11,18,10,1
IRL,2020,29,19,10,1,16,14,0,17,36,6,2
IRL,2024,31,19,11,0,30,15,0,27,48,2,2
IRQ,1948,3,10,0,0,0,0,0,0,0,0,0
IRQ,1960,18,0,3,0,0,2,5,0,0,0,0
IRQ,1964,10,0,2,0,0,0,7,0,0,0,0
IRQ,1968,0,0,2,0,0,1,1,0,0,0,0
IRQ,1980,7,16,16,0,0,0,5,0,0,0,0
IRQ,1984,0,15,8,0,0,0,2,0,0,0,0
IRQ,1988,3,17,8,0,0,0,0,0,0,0,0
IRQ,1992,0,0,2,1,0,0,5,0,0,0,0
IRQ,1996,1,0,0,1,0,0,1,0,0,0,0
IRQ,2000,2,0,0,0,2,0,0,0,0,0,0
IRQ,2004,2,17,3,0,1,0,1,0,0,0,0
IRQ,2008,2,0,0,0,0,0,0,2,0,0,0
IRQ,2012,2,0,2,2,1,0,1,0,0,0,0
IRQ,2016,0,16,2,0,0,0,1,1,0,0,0
IRQ,2020,1,0,0,1,0,0,0,1,0,0,0
